Obs,Date,Time,AnimalID,Action,Recipient,Response ,Actor2,Actor3,Recip2,Recip3,Context ,Erection,Intromission,Ejaculation ,Notes,Prox_10M_AF,Prox_10M_All,Thrust_Number,IOR
JC,22/03/2019,08:42:37,7J0,Submission,2N1,NA,,,,,NA,NA,NA,NA,"2n1 placate with phnd, 7j0 f grin and touches 2n1 balls",NA,NA,NA,0
JC,22/03/2019,08:45:22,3K4,SolSex,2M3,NA,,,,,T,NA,NA,NA,"Phnd to 2m3. 2m3 pinches balls, and sniffs anus of 2n1. No fear grins. 2nd time today. Similar behaviour seen in baboons. ",NA,NA,NA,0
SE,22/03/2019,08:48:22,61R,Mount,FUN,Grm,,,,,UN,UN,UN,NoEjac,,5,11,UN,0
SE,22/03/2019,08:51:39,7M8,Submission,0P9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,22/03/2019,08:53:10,7K4,Submission,61R,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,22/03/2019,08:53:53,3I9,Submission,0P9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,22/03/2019,08:54:22,5G2,Submission,5P8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,22/03/2019,08:58:27,4L9,Aggression,1T4,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,22/03/2019,09:01:33,0C7,Submission,1F2,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,22/03/2019,09:02:53,0H8,Submission,1F2,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,22/03/2019,09:10:51,8D6,Submission,3M9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,22/03/2019,09:12:35,1EE5,Submission,6EE6,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,22/03/2019,09:19:33,3I3,Aggression,2Q9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,22/03/2019,09:19:56,2D0,Mount,7P0,NA,,,,,Agg,UN,UN,NoEjac,,2,3,0,0
SE,22/03/2019,09:20:00,3P6,Submission,2D0,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,22/03/2019,09:20:37,2D0,Aggression,7P0,NA,,,,,No Value,No Value,No Value,No Value,,No Value,No Value,No Value,0
JC,22/03/2019,09:21:31,2Q9,SolSex,3I3,NA,1T4,,,,R,NoErection,NA,NA,Deseperate for reassurance after 3i3 chase. 2q9 is beta? Phnd x3 . Also gwst rejected by 1t4 ,NA,NA,NA,0
JC,22/03/2019,09:24:01,3I3,Aggression,9C8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,22/03/2019,09:27:53,3I3,Mount,FUN,NA,,,,,Grm,Erection,NoIntro,NA,,3,7,1,0
JC,22/03/2019,09:45:01,4L9,Mount,FUN,NA,,,,,Aff,Erection,UN,NoEjac,,6,9,4,0
JC,22/03/2019,09:46:08,4L9,Mount,FUN,NA,,,,,Aff,Erection,NoIntro,NoEjac,,6,9,7+,0
JC,22/03/2019,09:48:58,4L9,Mount,FUN,NA,,,,,Aff,Erection,NoIntro,NoEjac,,6,9,3,0
SE,22/03/2019,09:56:54,3P6,Mount,SAMUN,NA,,,,,UN,UN,UN,NoEjac,,0,1,UN,0
JC,22/03/2019,09:58:46,2Q9,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,,2,5,5,0
JC,22/03/2019,09:59:30,2Q9,Mount,FUN,NA,,,,,Aff,Erection,UN,NoEjac,,2,5,2,0
JC,22/03/2019,10:00:01,2Q9,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,,2,5,6,0
JC,22/03/2019,10:01:57,2Q9,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,,2,5,3,0
JC,22/03/2019,10:02:29,2Q9,Mount,FUN,Grm,,,,,Aff,Erection,Intro,Ejac,,2,5,7+,0
SE,22/03/2019,10:04:04,9EE3,Submission,5K8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,22/03/2019,10:06:40,4I8,Submission,8D6,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,22/03/2019,10:08:36,6B8,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,,0,4,5,0
SE,22/03/2019,10:09:37,6B8,Mount,FUN,NA,,,,,CoAgg,Erection,Intro,NoEjac,,0,4,4,0
SE,22/03/2019,10:11:47,6B8,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,,0,5,4,0
SE,22/03/2019,10:12:00,6B8,Mount,FUN,NA,,,,,CoAgg,Erection,Intro,NoEjac,,0,4,4,0
SE,22/03/2019,10:12:51,6B8,Mount,FUN,NA,,,,,Aff,UN,UN,NoEjac,,0,2,7+,0
SE,22/03/2019,10:13:44,6B8,Mount,FUN,NA,,,,,Aff,UN,UN,NoEjac,,0,2,7+,0
SE,22/03/2019,10:14:43,6B8,Mount,FUN,NA,,,,,CoaggObs,Erection,Intro,NoEjac,,0,2,7+,0
SE,22/03/2019,10:15:55,6B8,Mount,FUN,NA,,,,,CoaggObs,Erection,Intro,NoEjac,,0,2,7+,0
SE,22/03/2019,10:16:52,6B8,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,,0,5,5,0
SE,22/03/2019,10:17:58,6B8,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,,0,5,7+,0
SE,22/03/2019,10:19:51,MUN,Mount,FUN,NA,,,,,UN,UN,UN,UN,,UN,UN,UN,0
JC,22/03/2019,10:25:53,73S,Submission,3K4,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,22/03/2019,10:25:58,6B8,Mount,FUN,NA,,,,,CoaggObs,Erection,Intro,NoEjac,,1,5,7+,0
SE,22/03/2019,10:27:00,6B8,Submission,0M1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,22/03/2019,10:27:25,6B8,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,,2,3,6,0
SE,22/03/2019,10:28:09,6B8,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,,1,2,6,0
SE,22/03/2019,10:28:50,6B8,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,,0,1,6,0
SE,22/03/2019,10:29:24,6B8,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,,0,4,7+,0
SE,22/03/2019,10:30:18,6B8,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,,0,5,4,0
SE,22/03/2019,10:30:57,6B8,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,,0,6,7+,0
SE,22/03/2019,10:31:54,6B8,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,,1,7,7+,0
SE,22/03/2019,10:32:17,6B8,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,,1,5,7+,0
SE,22/03/2019,10:33:00,6B8,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,,1,6,7+,0
SE,22/03/2019,10:33:34,6B8,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,,1,7,7+,0
SE,22/03/2019,10:34:14,6B8,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,,1,6,7+,0
JC,22/03/2019,10:34:29,3L7,SelfStim,,NA,,,,,NA,NA,NA,NoEjac,,NA,NA,NA,0
SE,22/03/2019,10:34:47,6B8,Mount,FUN,NA,,,,,Aff,Erection,Intro,Ejac,,1,6,7+,0
JC,22/03/2019,10:36:44,3L7,Mount,4Z8,Grm,,,,,R,Erection,NoIntro,NoEjac,,0,0,1,0
JC,22/03/2019,10:39:20,3L7,SelfStim,,NA,,,,,NA,NA,NA,NoEjac,,NA,NA,NA,0
SE,22/03/2019,10:40:19,0G8,Aggression,4G8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,22/03/2019,10:41:38,81O,Aggression,0C7,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,25/03/2019,07:43:15,INFANT,Mount,INFANT,NA,,,,,T,NoErection,NoIntro,NoEjac,,2,5,3,0
SE,25/03/2019,07:56:18,5U6,Mount,FUN,NA,,,,,Aff,UN,UN,NoEjac,,6,9,7+,0
SE,25/03/2019,07:57:00,5U6,Mount,FUN,NA,,,,,Aff,Erection,UN,NoEjac,,6,9,6,0
SE,25/03/2019,07:57:34,5U6,Mount,FUN,NA,,,,,Aff,Erection,UN,NoEjac,,6,9,0,0
SE,25/03/2019,07:59:54,5U6,Mount,FUN,NA,,,,,T,UN,UN,NoEjac,,4,11,7+,0
SE,25/03/2019,08:00:25,5U6,Mount,FUN,NA,,,,,T,UN,UN,NoEjac,,4,11,7+,0
SE,25/03/2019,08:02:27,5U6,Mount,FUN,NA,,,,,Aff,Erection,UN,NoEjac,,0,1,7+,0
SE,25/03/2019,08:02:48,5U6,Mount,FUN,NA,,,,,Aff,Erection,UN,NoEjac,,0,1,6,0
SE,25/03/2019,08:03:13,5U6,Mount,FUN,NA,,,,,Aff,Erection,UN,NoEjac,,0,1,7+,0
SE,25/03/2019,08:03:28,5U6,Mount,FUN,Grm,,,,,Aff,Erection,Intro,Ejac,,0,0,7+,0
JC,25/03/2019,08:06:51,1G9,Mount,5EE1,NA,,,,,Agg,UN,UN,UN,,0,1,2,0
SE,25/03/2019,08:10:23,JVMUN,Mount,JVMUN,NA,,,,,Play,UN,UN,NoEjac,,3,6,0,0
JC,25/03/2019,08:11:31,4O5,Mount,,NA,,,,,R,Erection,NoIntro,NoEjac,,0,3,2,0
JC,25/03/2019,08:12:13,SAMUN,Mount,4O5,NA,,,,,R,Erection,NoIntro,NoEjac,Diag back ,0,3,2,0
SE,25/03/2019,08:25:07,4G8,Mount,8V2,NA,,,,,Play,Erection,UN,NoEjac,Response = play (see video),0,2,7+,0
SE,25/03/2019,08:33:34,0J4,Mount,5K8,NA,,,,,UN,UN,UN,NoEjac,"Bianca said one resting, other travelling ",4,7,UN,0
JC,25/03/2019,08:38:37,73S,Submission,2Q9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,25/03/2019,08:38:51,8U5,Mount,SAMUN,NA,,,,,T,UN,UN,NoEjac,,UN,UN,UN,0
SE,25/03/2019,08:50:22,9F9,Aggression,0I9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,25/03/2019,08:53:10,4N3,Aggression,2J6,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,25/03/2019,08:56:24,4D3,Submission,3M9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,25/03/2019,08:59:32,3P3,Aggression,4R8,NA,,,,,NA,NA,NA,NA,4R8 000-011 scar right of right eye,NA,NA,NA,0
JC,25/03/2019,09:00:38,2J6,Submission,2N1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,25/03/2019,09:22:44,6EE6,Aggression,0G8,NA,,,,,NA,NA,NA,NA,Wound right flank,NA,NA,NA,0
SE,25/03/2019,09:23:54,2K6,Submission,6EE6,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,25/03/2019,09:33:28,5K8,Mount,3I6,NA,,,,,Agg,UN,UN,NoEjac,"3I6 drinking, 5K8 walking over aggressively, 3I6 prhd and 5K8 mounts. ",0,3,0,0
SE,25/03/2019,09:34:58,2D0,Submission,3I6,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,25/03/2019,09:42:20,0P9,Submission,6P9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,25/03/2019,09:48:10,5G2,Aggression,2M3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,25/03/2019,09:56:29,5D1,Aggression,6P3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,25/03/2019,10:27:00,3P3,Mount,4U9,NA,,,,,Agg,UN,UN,NoEjac,,0,3,3,0
JC,25/03/2019,10:27:26,7A2,Submission,5G2,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,25/03/2019,10:39:09,2Q9,Erection,FUN,Grm,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,25/03/2019,10:50:13,4U0,Mount,1S4,NA,,,,,Play,Erection,UN,NoEjac,,0,2,4,0
SE,25/03/2019,10:53:18,4U0,Mount,1S4,NA,,,,,F,Erection,UN,NoEjac,,0,0,2,0
SE,25/03/2019,10:56:15,8V5,Submission,1S4,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,25/03/2019,12:26:25,5B2,Submission,3M9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,25/03/2019,12:43:19,7Z5,Mount,8Y8,Grm,,,,,Aff,Erection,Intro,NoEjac,,3,7,7+,0
SE,25/03/2019,12:56:55,6W3,Mount,8V2,NA,,,,,Aff,UN,UN,NoEjac,,1,3,3,0
SE,25/03/2019,12:56:57,8V2,Mount,6W3,Grm,,,,,Aff,UN,UN,NoEjac,Reciprocal ,1,3,5,0
SE,25/03/2019,13:00:42,8V2,Mount,6W3,Grm,,,,,Grm,UN,UN,NoEjac,Reciprocal ,0,1,5,0
SE,25/03/2019,13:01:13,8V2,Mount,6W3,Grm,,,,,Grm,Erection,UN,NoEjac,Reciprocal ,0,2,4,0
SE,25/03/2019,13:03:06,8V2,Mount,6W3,NA,,,,,Grm,Erection,UN,NoEjac,Reciprocal ,0,0,5,0
SE,25/03/2019,13:03:10,8V2,Mount,6W3,Grm,,,,,CoaggObs,Erection,UN,NoEjac,Reciprocal ,0,0,2,0
JC,25/03/2019,13:14:11,9C8,Aggression,5B2,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,25/03/2019,13:28:28,0C7,Mount,FUN,Grm,,,,,Grm,UN,UN,NoEjac,,1,5,UN,0
SE,25/03/2019,13:29:17,0C7,Mount,FUN,Grm,,,,,Grm,UN,UN,NoEjac,,1,5,4,0
SE,25/03/2019,13:30:16,0C7,Mount,FUN,Grm,,,,,Grm,Erection,UN,NoEjac,,1,5,5,0
SE,25/03/2019,13:32:41,0C7,Mount,FUN,Grm,,,,,Grm,Erection,UN,NoEjac,,1,5,4,0
SE,25/03/2019,13:35:21,0C7,Mount,FUN,NA,,,,,Grm,UN,UN,NoEjac,,1,5,4,0
SE,25/03/2019,13:36:36,0C7,Mount,FUN,NA,,,,,Aff,UN,UN,NoEjac,,1,5,2,0
SE,25/03/2019,13:37:40,0C7,Mount,FUN,NA,,,,,Aff,Erection,UN,NoEjac,CoAgg at 0I9 then groom as response,1,5,3,0
SE,25/03/2019,13:38:39,0C7,Mount,FUN,NA,,,,,Grm,Erection,UN,NoEjac,CoAgg to 0I9 when dismount then groom as response,2,6,1,0
JC,25/03/2019,13:38:54,7A2,Submission,4I8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,25/03/2019,13:40:24,0C7,Mount,FUN,NA,,,,,Grm,Erection,UN,NoEjac,,2,6,3,0
SE,25/03/2019,13:41:36,0C7,Mount,FUN,NA,,,,,Aff,Erection,UN,NoEjac,,2,6,UN,0
SE,25/03/2019,13:42:44,0I9,Submission,1EE5,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,25/03/2019,13:43:08,7A2,Mount,6Y4,Grm,,,,,Grm,UN,UN,NoEjac,6Y4 jvun,0,2,2,0
SE,25/03/2019,13:43:24,0C7,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,,2,6,5,0
SE,25/03/2019,13:44:31,0C7,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,,2,6,5,0
SE,25/03/2019,13:45:04,0C7,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,,2,6,7+,0
JC,25/03/2019,13:45:06,5G2,Aggression,7A2,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,25/03/2019,13:45:46,0C7,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,,2,6,7+,0
SE,25/03/2019,13:46:11,0C7,Mount,FUN,NA,,,,,Aff,Erection,Intro,Ejac,,2,6,7+,0
JC,25/03/2019,13:48:14,7A2,Mount,6Y4,NA,,,,,CoaggObs,Erection,NoIntro,NoEjac,6Y4 jvun,0,2,4,0
JC,25/03/2019,13:51:06,76Z,Aggression,7S3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,25/03/2019,14:01:42,3I3,Mount,FUN,NA,,,,,R,UN,UN,NoEjac,,10,20,5,0
SE,26/03/2019,07:36:03,1EE5,Mount,MUN,NA,,,,,UN,UN,UN,NoEjac,MUN receiver is either 1F2 or 5K8 (I was far away),UN,UN,UN,0
SE,26/03/2019,07:40:35,1EE5,Mount,8J3,NA,,,,,Agg,UN,UN,NoEjac,,4,6,5,0
SE,26/03/2019,07:49:20,04T,SelfStim,,NA,,,,,R,Erection,NA,NoEjac,,1,2,NA,0
JC,26/03/2019,07:49:48,4I8,Submission,7Q8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,26/03/2019,07:56:37,1U7,Submission,7K4,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,07:57:03,5G2,Aggression,1G9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,26/03/2019,08:06:02,36V,Mount,3I6,NA,,,,,Agg,Erection,UN,NoEjac,,6,10,3,0
JC,26/03/2019,08:06:30,76Z,Submission,1M1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,26/03/2019,08:07:32,8R6,Aggression,8K9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,26/03/2019,08:07:55,04T,Mount,8R6,NA,,,,,CoAgg,UN,UN,NoEjac,,7,12,3,0
JC,26/03/2019,08:10:25,4P8,Submission,4I8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,26/03/2019,08:13:09,3U7,Mount,9V0,NA,,,,,UN,UN,UN,NoEjac,,5,8,5,0
SE,26/03/2019,08:13:22,0I9,Mount,9V0,NA,,,,,Agg,UN,UN,NoEjac,,5,8,0,0
SE,26/03/2019,08:14:20,,No Value,,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,26/03/2019,08:21:02,2N8,Mount,FUN,NA,,,,,F,UN,UN,NoEjac,,15+,20,0,0
SE,26/03/2019,08:28:49,36V,Submission,0M1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,08:29:42,97V,Submission,5P8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,26/03/2019,08:32:57,9F9,Aggression,36V,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,08:35:49,1M1,Aggression,30Z,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,08:47:17,2J6,Submission,4N3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,08:49:38,2J6,Submission,76Z,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,08:53:31,7H9,Aggression,2M3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,08:54:53,4Y8,Mount,JVMUN,NA,,,,,F,Erection,UN,NA,Jv,4,10,3,0
JC,26/03/2019,08:57:45,1T4,Submission,8D6,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,08:58:12,6H9,Submission,5G2,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,09:02:28,3M9,Aggression,6V1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,26/03/2019,09:02:36,4G8,Aggression,0P9,NA,2D0,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,09:03:07,7A2,Submission,6H9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,09:03:43,97V,Submission,7Q8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,26/03/2019,09:06:36,8N5,Submission,2D0,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,09:08:10,7U9,Mount,8D6,NA,,,,,CoAgg,Erection,UN,NoEjac,"8d6 defended against 7a2 agg to 7u9. Without 8d6, 7u9 would probably have had to submit",0,2,3,0
SE,26/03/2019,09:09:19,0P9,Submission,8K1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,09:09:37,7U9,Aggression,7A2,NA,8D6,,,,CoAgg,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,09:10:42,7U9,SelfStim,,NA,,,,,R,NA,NA,NoEjac,Very turned on by being saved ,NA,NA,NA,0
JC,26/03/2019,09:17:51,5D1,Aggression,2N1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,09:21:38,2J6,Submission,30Z,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,26/03/2019,09:21:44,61R,Aggression,8K1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,09:25:54,8R0,Submission,5D1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,09:31:46,8S6,SelfStim,6S6,NA,,,,,Grm,NA,NA,NoEjac,,NA,NA,NA,0
JC,26/03/2019,09:32:32,6S6,Erection,8S6,NA,,,,,Grm,NA,NA,NA,,NA,NA,NA,0
SE,26/03/2019,09:56:12,77I,Mount,FUN,NA,,,,,CoAgg,UN,UN,NoEjac,,6,11,UN,0
SE,26/03/2019,09:58:37,0M1,Mount,FUN,Grm,,,,,Grm,UN,UN,NoEjac,,5,9,UN,0
JC,26/03/2019,09:59:44,7Q8,Aggression,4I8,NA,96Z,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,10:00:30,7Q8,Mount,96Z,NA,,,,,CoAgg,Erection,Intro,NoEjac,4i8 took liberties got too close with no deference. They vocal agg before and chase him after mnt. Reckon 96z and 4i8 close in rank and 7q8 higher than either.,4,6,5,0
SE,26/03/2019,10:03:58,33T,Submission,0M1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,10:04:40,7Q8,Aggression,4I8,IgnoreRefusal,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,26/03/2019,10:05:20,33T,Submission,0M1,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,26/03/2019,10:09:07,1EE5,Mount,0J4,Grm,,,,,Aff,UN,UN,NoEjac,,0,4,7+,0
SE,26/03/2019,10:12:30,1EE5,Submission,1F2,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,10:20:16,5R1,Erection,,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,10:24:24,9Z6,Erection,4T7,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,10:25:50,4T7,Erection,,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,10:26:10,6S1,SelfStim,,NA,,,,,NA,NA,NA,NoEjac,,NA,NA,NA,0
SE,26/03/2019,10:36:53,6W7,Mount,7V9,NA,,,,,CoAgg,UN,UN,NoEjac,,0,2,7+,0
JC,26/03/2019,10:40:30,96Z,Submission,4L9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,10:42:10,7A2,Erection,,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,10:44:05,5L1,Submission,4P8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,10:46:40,9N9,SelfStim,,NA,,,,,NA,NA,NA,NoEjac,,NA,NA,NA,0
JC,26/03/2019,10:47:13,4S4,Submission,9N9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,10:50:03,4L9,Mount,FUN,NA,,,,,UN,UN,UN,NoEjac,,3,8,4,0
JC,26/03/2019,10:55:59,9N9,Mount,4Z2,Grm,,,,,T,Erection,UN,NoEjac,Jv 010-101,1,2,4,0
JC,26/03/2019,10:57:15,4N3,Aggression,9N9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,26/03/2019,12:19:57,8V2,Mount,6W3,NA,,,,,CoAgg,Erection,UN,NoEjac,,2,3,7+,0
SE,26/03/2019,12:20:34,8V2,Mount,6W3,Grm,,,,,Grm,2Erection,UN,NA,,2,3,5,0
JC,26/03/2019,12:21:09,JVMUN,Mount,4L9,NA,,,,,UN,UN,UN,NA,!!,1,3,4,0
SE,26/03/2019,12:21:10,8V2,Mount,6W3,Grm,,,,,CoAgg,UN,UN,NoEjac,,2,3,7+,0
JC,26/03/2019,12:26:00,4U2,Submission,25L,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,12:26:39,7S3,Submission,25L,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,26/03/2019,12:28:08,2D0,Submission,1F2,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,26/03/2019,12:28:19,0J4,Submission,1F2,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,12:28:25,2M3,Aggression,5B2,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,12:34:21,7G9,Submission,96Z,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,12:38:21,6V1,Mount,FUN,NA,,,,,Aff,Erection,UN,NoEjac,,0,2,4,0
JC,26/03/2019,12:39:35,4Z5,Mount,INFANT,NA,,,,,Aff,Erection,UN,NoEjac,,UN,UN,4,0
JC,26/03/2019,12:42:15,3I3,Mount,FUN,NA,,,,,T,NoErection,NoIntro,NoEjac,,4,12,0,0
JC,26/03/2019,12:44:33,JVFUN,Mount,INFANT,NA,,,,,Aff,NoErection,NA,NA,!,NA,NA,NA,0
JC,26/03/2019,12:47:18,5EE1,Submission,5P8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,13:10:48,5V8,Erection,4L9,NA,,,,,Grm,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,13:12:14,4L9,SelfStim,,NA,,,,,NA,NA,NA,NoEjac,,NA,NA,NA,0
SE,26/03/2019,13:20:04,8V5,Mount,FUN,Grm,,,,,UN,UN,UN,NoEjac,,3,7,UN,0
SE,26/03/2019,13:24:01,77I,Mount,FUN,NA,,,,,Agg,UN,UN,NoEjac,,6,14,0,0
SE,26/03/2019,13:32:10,36V,Submission,0C7,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,13:33:04,4P8,Submission,3L7,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,13:33:28,5L1,Submission,3L7,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,26/03/2019,13:34:52,0C7,Submission,61R,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,26/03/2019,13:35:05,36V,Submission,61R,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,13:35:34,4S4,Submission,3L7,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,13:36:09,3L7,SelfStim,4P8,Grm,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,26/03/2019,13:48:08,3K4,Submission,2Q9,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,26/03/2019,13:48:50,1B1,Mount,FUN,NA,,,,,CoaggObs,Erection,UN,NoEjac,,1,4,5,0
SE,26/03/2019,13:49:56,1B1,Mount,FUN,NA,,,,,CoaggObs,Erection,UN,NoEjac,,1,5,4,0
SE,26/03/2019,13:50:31,1B1,Mount,FUN,NA,,,,,CoaggObs,Erection,UN,NoEjac,,1,5,3,0
